RateProfile,LevelRange,ExpRate,TotalExp,TotalKills,TotalHours,TotalDaysNonStop,DaysAt3hPerDay,GrossZen,RoutineCosts,NetZen,Jewels,ExcItems
Vanilla_1x,1-400,1.0x,3822148080,310466,629.55,26.23,209.85,1338512269,535118980,803393289,217.3,21.7
